dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,2015010323,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,1560580,Afghanistan,,0,"USD, constant 2021",2016,3,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,,13.66694,,,13.62819,,,,,,,,,,,,,,701,,1.487,1.487,13.66694,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2015-12-19,2018-12-31,,,,0,2,0,0,0,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,CRS 2016 data,101472763904,0,0,0,1,0,1,,672270080,0
CRS,2018010652,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,1860400,Afghanistan,2018,10043022,"USD, constant 2021",2018,8,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,9.9150829,9.9150829,,10.043022,10.043022,,,,9.9150829,,,10.043022,,,,,,,701,1.095,1.095,1.095,9.9150829,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2018-10-29,2022-03-31,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2018-10-29,,,,,,,,,,,,,,,,CRS 2018 data,101472763904,0,0,0,1,0,1,10.043022,672270080,0
CRS,2011105403,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,1,"Ministry of Agriculture, Forestry and Fisheries",https://www.maff.go.jp/e/,,,Short:  Long: ,MAFF105403,Afghanistan,,391678,"USD, constant 2021",2011,8,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,3,10,110,B01,.300639,.300639,,.226457,.226457,,,,.300639,,,.226457,,,,,,,701,.023963001,.023963001,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2011-07-27,2012-03-30,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,CRS 2011 data,101472763904,0,0,0,1,0,1,.226457,672270080,1
CRS,2012010305,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,MOFA-2012010305,Afghanistan,2012,6627514,"USD, constant 2021",2012,1,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,8.7203178,8.7203178,,6.6275139,6.6275139,,,,8.7203178,,,6.6275139,,,,,,,701,.69599998,.69599998,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2012-03-10,2013-03-31,,,,0,0,0,0,,,,,,1,,,0,0,0,0,2012-03-10,,,,,,,,,,,,,,,,CRS 2012 data,101472763904,0,0,0,1,0,1,6.6275139,672270080,0
CRS,2010010333,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,MOFA2010010333,Afghanistan,,12606738,"USD, constant 2021",2010,1,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,15.451125,15.451125,,12.606738,12.606738,,,,15.451125,,,12.606738,,,,,,,701,1.3559999,1.3559999,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2010-11-10,2012-11-30,,,,0,0,0,0,,,,,,,1,,0,0,0,0,,,,,,,,,,,,,,,,,CRS 2010 data,101472763904,0,0,0,1,0,1,12.606738,672270080,0
CRS,2010605003,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,MOFA2010605003,Afghanistan,,78925,"USD, constant 2021",2010,8,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,3,10,110,B01,.096731998,.096731998,,.078924999,.078924999,,,,.096731998,,,.078924999,,,,,,,701,.0084889997,.0084889997,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,CRS 2010 data,101472763904,0,0,0,1,0,1,.078924999,672270080,0
CRS,2010605113,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,MOFA2010605113,Afghanistan,,258515,"USD, constant 2021",2010,8,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,3,10,110,B01,.316843,.316843,,.258515,.258515,,,,.316843,,,.258515,,,,,,,701,.027806001,.027806001,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,CRS 2010 data,101472763904,0,0,0,1,0,1,.258515,672270080,0
CRS,2011010308,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,MOFA2011010308,Afghanistan,,12379888,"USD, constant 2021",2011,1,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,1,10,110,C01,16.435234,16.435234,,12.379888,12.379888,,,,16.435234,,,12.379888,,,,,,,701,1.3099999,1.3099999,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2011-11-26,2012-11-30,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,CRS 2011 data,101472763904,0,0,0,1,0,1,12.379888,672270080,0
CRS,2011605403,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,MOFA2011605403,Afghanistan,,75535,"USD, constant 2021",2011,8,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,3,10,110,B01,.100278,.100278,,.075534999,.075534999,,,,.100278,,,.075534999,,,,,,,701,.0079929996,.0079929996,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2011-01-01,2011-12-31,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,CRS 2011 data,101472763904,0,0,0,1,0,1,.075534999,672270080,0
CRS,2011605407,,701,Japan,https://www.oecd-ilibrary.org/sites/b8cf3944-en/index.html?itemId=/content/component/b8cf3944-en,2,Ministry of Foreign Affairs,https://www.mofa.go.jp/,,,Short:  Long: ,MOFA2011605407,Afghanistan,,91436,"USD, constant 2021",2011,8,625,10009,South & Central Asia,10016,LDCs,11,ODA Grants,3,10,110,B01,.121388,.121388,,.091435999,.091435999,,,,.121388,,,.091435999,,,,,,,701,.0096749999,.0096749999,,,,31140,Agricultural water resources,311,III.1.a. Agriculture,90000,Other,Other,90000,,,,2011-01-01,2011-12-31,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,CRS 2011 data,101472763904,0,0,0,1,0,1,.091435999,672270080,0
