dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,2019000431,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,Expanding and Rehabilitating Kundi Canal,"Short: EXPANDING AND REHABILITATING KUNDI CANAL Long: Includes all work related to the rehabilitation of the canal, which is 36 km long, Engineering services and supervision: This includes reviewing designs and assisting the Department of Agricultural Reclamation at the Ministry of Agriculture in the process of inviting tenders, analyzing offers and supervising project implementation.",0707/24,Mauritania,2017,0,"USD, constant 2021",2019,3,256,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,2.856298,,,3.127126,,,,,,,,,,,,,,302,,2.856298,1.738216,1.738216,EXPANDING AND REHABILITATING KUNDI CANAL,31140,Agricultural water resources,311,III.1.a. Agriculture,12001,Central Government,Mauritania Government,12000,,,,,,"Includes all work related to the rehabilitation of the canal, which is 36 km long, Engineering services and supervision: This includes reviewing designs and assisting the Department of Agricultural Reclamation at the Ministry of Agriculture in the process of inviting tenders, analyzing offers and supervising project implementation.",2.4000001,,,,,,,,,,,,,,,,,,2017-08-27,2,2,2000,,2025-10-15,2047-04-15,,,,,,,,,,CRS 2019 data,10051486720,0,0,0,1,0,1,,250886576,1
CRS,2017000180,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,Expanding and Rehabilitating Kundi Canal,"Short: EXPANDING AND REHABILITATING KUNDI CANAL Long: Civil Works: include all that is related to rehabilitating the canal, which is 36 kilometers long. - Engineering and Supervision Services: include reviewing designs and helping the agricultural reclamation department at the Ministry of Agriculture with tender bids, analyzing offers and supervising the project implementation.",1323,Mauritania,2017,11202628,"USD, constant 2021",2017,1,256,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,10,,,11.202628,,,,,,,,,,,,,,,302,10,,,,EXPANDING AND REHABILITATING KUNDI CANAL,31140,Agricultural water resources,311,III.1.a. Agriculture,12001,Central Government,Mauritania Government,12000,Africa (South of Sahara),,,,,"Civil Works: include all that is related to rehabilitating the canal, which is 36 kilometers long. - Engineering and Supervision Services: include reviewing designs and helping the agricultural reclamation department at the Ministry of Agriculture with tender bids, analyzing offers and supervising the project implementation.",,,,,,,,,,,,,,,,,,,2017-12-31,5,12,2000,,2025-10-15,2047-04-15,,,,,,,,,,CRS 2017 data,10051486720,0,0,0,1,0,1,11.202628,250886576,0
CRS,2016990208,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,Irrigation Development of Kanyin Dam  MYANMAR,Short: IRRIGATION DEVELOPMENT OF KANYIN DAM  MYANMAR Long: ,0527/01,Myanmar,2016,0,"USD, constant 2021",2016,3,635,10009,South & Central Asia,10016,LDCs,13,ODA Loans,1,10,421,C01,,,.2,,,.22823,,,,,,,,,,,,,302,,,,,IRRIGATION DEVELOPMENT OF KANYIN DAM  MYANMAR,14040,River basins development,140,I.4. Water Supply & Sanitation,12002,Local Government,Government of Myanmar,12000,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-31,2,2,2000,,2015-12-30,2035-06-30,,,,,,,,,,CRS 2016 data,33947832320,1,0,1,0,1,1,,735915648,1
CRS,2015990152,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,Completion of Bagmati Irrigation NEPAL,Short: COMPLETION OF BAGMATI IRRIGATION NEPAL Long: ,0465/05,Nepal,2015,0,"USD, constant 2021",2015,3,660,10009,South & Central Asia,10016,LDCs,13,ODA Loans,1,10,421,C01,,.66465998,1,,.753501,1.133664,,,,,,,,,,,,,302,,.66465998,.202696,.202696,COMPLETION OF BAGMATI IRRIGATION NEPAL,31110,Agricultural policy and administrative management,311,III.1.a. Agriculture,12002,Local Government,Government of Nepal,12000,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-31,2,2,2000,,2013-03-01,2027-09-01,,,,,,,,,,CRS 2015 data,27573569536,1,0,1,0,1,1,,595439424,1
CRS,2018000696,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,Irrigation System Development in Dundwa NEPAL,Short: IRRIGATION SYSTEM DEVELOPMENT IN DUNDWA NEPAL Long: Irrigation System Development in Dundwa NEPAL,0634/07,Nepal,2015,0,"USD, constant 2021",2018,3,660,10009,South & Central Asia,10016,LDCs,13,ODA Loans,1,10,421,C01,,.084817998,0,,.091151997,0,,,,,,,,,,,,,302,,.084817998,.039657999,.039657999,IRRIGATION SYSTEM DEVELOPMENT IN DUNDWA NEPAL,31140,Agricultural water resources,311,III.1.a. Agriculture,12001,Central Government,Nepal Government,12000,,,,,,Irrigation System Development in Dundwa NEPAL,2.4000001,,,,,,,,,,,,,,,,,,2015-02-24,2,2,3000,,2020-03-02,2039-09-01,,,,,,,,,,CRS 2018 data,27573569536,1,1,1,1,1,1,,595439424,1
CRS,2015990057,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,THE DEV.OF IRRIGATED AGRICULTURE ALONG SENEGAL.,Short: THE DEV.OF IRRIGATED AGRICULTURE ALONG SENEGAL. Long: ,0351/18,Senegal,2015,0,"USD, constant 2021",2015,3,269,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,,.96373999,,,1.092557,,,,,,,,,,,,,302,,,,,THE DEV.OF IRRIGATED AGRICULTURE ALONG SENEGAL.,31120,Agricultural development,311,III.1.a. Agriculture,12002,Local Government,Government of Senegal,12000,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-31,2,2,3000,,2001-03-14,2020-03-15,,,,,,,,,,CRS 2015 data,30498979840,1,0,1,0,1,1,,898283072,1
CRS,2018000593,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,Rehabilitation and Expansion of Matam SENEGAL,Short: REHABILITATION AND EXPANSION OF MATAM SENEGAL Long: Rehabilitation and Expansion of Matam SENEGAL,0611/25,Senegal,2014,0,"USD, constant 2021",2018,3,269,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,3.650053,0,,3.9226389,0,,,,,,,,,,,,,302,,3.650053,2.318706,2.318706,REHABILITATION AND EXPANSION OF MATAM SENEGAL,31140,Agricultural water resources,311,III.1.a. Agriculture,12001,Central Government,Senegal Government,12000,,,,,,Rehabilitation and Expansion of Matam SENEGAL,2.4000001,,,,,,,,,,,,,,,,,,2014-03-06,2,2,1000,,2020-07-15,2039-01-15,,,,,,,,,,CRS 2018 data,30498979840,0,0,0,1,0,1,,898283072,1
CRS,2017000172,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,Kalu Ganga Left Bank Development Project,Short: KALU GANGA LEFT BANK DEVELOPMENT PROJECT Long: Civil Works: 1- Rehabilitating the current primary dam and saddle dams. 2- Establishing the basic foundations on Kalu Ganga Dam. 3- Constructing water transportation system from Kalu Ganga Dam to an agricultural area. 4- Developing new irrigation system in the agricultural area. 5- Rehabilitating the current irrigation system in surrounding areas.,1352,Sri Lanka,2017,50411828,"USD, constant 2021",2017,1,640,10009,South & Central Asia,10018,LMICs,13,ODA Loans,1,10,421,C01,45,,,50.411827,,,,,,,,,,,,,,,302,45,,,,KALU GANGA LEFT BANK DEVELOPMENT PROJECT,31140,Agricultural water resources,311,III.1.a. Agriculture,12001,Central Government,Sri Lanka Government,12000,Asia (South & Central Asia),,,,,Civil Works: 1- Rehabilitating the current primary dam and saddle dams. 2- Establishing the basic foundations on Kalu Ganga Dam. 3- Constructing water transportation system from Kalu Ganga Dam to an agricultural area. 4- Developing new irrigation system in the agricultural area. 5- Rehabilitating the current irrigation system in surrounding areas.,,,,,,,,,,,,,,,,,,,2017-12-31,5,12,2000,,2022-10-30,2042-04-30,,,,,,,,,,CRS 2017 data,33915383808,0,1,0,1,1,1,50.411827,785948544,0
CRS,2018000013,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,ADDITIONAL LOAN AGREEMENT KALU-GANGA DEVELOPMENT PROJECT,Short: ADDITIONAL LOAN AGREEMENT KALU-GANGA DEVELOPMENT PROJECT Long: The project is to create strategic water reserves and meet the increasing demand for drinking water by establishing two dams on Kaluganga River in the Central Province of Sri Lanka to irrigate about 3000 hectares of agricultural land.,2844,Sri Lanka,2018,17194884,"USD, constant 2021",2018,1,640,10009,South & Central Asia,10018,LMICs,13,ODA Loans,1,10,421,B03,16,,,17.194883,,,,,,,,,,,,,,,302,16,,,,ADDITIONAL LOAN AGREEMENT KALU-GANGA DEVELOPMENT PROJECT,31140,Agricultural water resources,311,III.1.a. Agriculture,47142,OPEC Fund for International Development,OFID,47000,South & Central Asia,,,,,The project is to create strategic water reserves and meet the increasing demand for drinking water by establishing two dams on Kaluganga River in the Central Province of Sri Lanka to irrigate about 3000 hectares of agricultural land.,2.4000001,,,,,,,,,,,,,,,,,,2018-07-18,2,12,2000,,2023-08-15,2043-02-15,,,,,,,,,,CRS 2018 data,33915383808,0,1,0,1,1,1,17.194883,785948544,0
CRS,2016990001,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,6,Saudi Development Fund,https://www.sfd.gov.sa/en,,REHAD IRRIGATION,Short: REHAD IRRIGATION Long: ,0010/01,Sudan,2016,0,"USD, constant 2021",2016,3,278,10003,South of Sahara,10016,LDCs,13,ODA Loans,1,10,421,C01,,,.29080999,,,.33185801,,,,,,,,,,,,,302,,,,,REHAD IRRIGATION,31110,Agricultural policy and administrative management,311,III.1.a. Agriculture,12002,Local Government,Government of Sudan,12000,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-31,2,2,2000,,2023-03-01,2035-09-01,,,,,,,,,,CRS 2016 data,37303721984,1,0,1,0,1,1,,1189490944,0
CRS,2018000159,,566,Saudi Arabia,https://www.oecd-ilibrary.org/sites/b2156c99-en/index.html?itemId=/content/component/b2156c99-en,1,King Salman Humanitarian Aid and Relief Center,https://www.ksrelief.org/,https://www.ksrelief.org/Statistics/ProjectStatistics,Program of equipment financial supporting for Agency on Land Reclamation and Irrigation (ALRI) in Republic of Tajikistan,"Short: PROGRAM OF EQUIPMENT FINANCIAL SUPPORTING FOR AGENCY ON LAND RECLAMATION AND IRRIGATION (ALRI) IN REPUBLIC OF TAJIKISTAN Long: The objective of the program is to assist the Agency for Land Reclamation and Irrigation in the maintenance of the works carried out in the project of concrete vents in the Bang and Jubejieh rivers to protect the villages and the population from the effects of the seasonal floodss. The number of villages benefiting from the project is 42 villages Including more than 135,000 people and 14,656 hectares of agricultural land.",2859,Tajikistan,2018,0,"USD, constant 2021",2018,3,615,10009,South & Central Asia,10018,LMICs,11,ODA Grants,1,10,110,C01,,.176,,,.189144,,,,,,,,,,,,,,302,,.176,.176,.176,PROGRAM OF EQUIPMENT FINANCIAL SUPPORTING FOR AGENCY ON LAND RECLAMATION AND IRRIGATION (ALRI) IN REPUBLIC OF TAJIKISTAN,43060,Disaster Risk Reduction,430,IV.2. Other Multisector,12002,Local Government,Agency for Land Reclamation and Irrigation,12000,South & Central Asia,,,,,"The objective of the program is to assist the Agency for Land Reclamation and Irrigation in the maintenance of the works carried out in the project of concrete vents in the Bang and Jubejieh rivers to protect the villages and the population from the effects of the seasonal floodss. The number of villages benefiting from the project is 42 villages Including more than 135,000 people and 14,656 hectares of agricultural land.",,,,,,,,,,,,,,,,,,,2018-12-27,,,,,,,,,,,,,,,,CRS 2018 data,10861626368,1,1,1,0,1,1,,300860832,0
