dataset,crsid,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_web,agency_projectspage,projecttitle,project_descrip,projectnumber,country_name,commitment_year,usd_commitment_defl_total,data_amount_unit,year,initialreport,recipientcode,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,grantequiv,usd_grantequiv,shortdescription,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,parentchannelcode,geography,ldcflag,ldcflagname,expectedstartdate,completiondate,longdescription,sdgfocus,keywords,gender,environment,dig,trade,rmnch,drr,nutrition,disability,ftc,pba,investmentproject,assocfinance,biodiversity,climatemitigation,climateadaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capitalexpend,psiflag,psiaddtype,psiaddassess,psiadddevobj,id,crs_total,irrigation_title,irrigation_descr,irrigation_shortDes,irrigation_crs,irrig_tit_des,irrigation_keyword,irrigation_commitments,crs_irri_total,dup
CRS,2015004166,,1613,Laudes Foundation,https://www.oecd-ilibrary.org/sites/11b6a869-en/index.html?itemId=/content/component/11b6a869-en,1,Laudes Foundation,https://www.laudesfoundation.org/,https://www.laudesfoundation.org/grants,Aga Khan Foundation,Short: AGA KHAN FOUNDATION Long: Programme: Sustainable Cotton. Description: Provide loans from a community-managed fund to smallholder cotton farmers in India to install dip irrigation units for improving water use efficiency. Full grant commitment: EUR 271.317 thousand.,4166,India,2015,316778,"USD, constant 2021",2015,8,645,10009,South & Central Asia,10018,LMICs,30,Private Development Finance,6,30,110,C01,.150481,.150481,,.158389,.158389,,,,,,,,,,,,,,918,.13565899,.13565899,,,AGA KHAN FOUNDATION,31162,Industrial crops/export crops,311,III.1.a. Agriculture,21000,International NGO,International NGO,21000,,,,,,Programme: Sustainable Cotton. Description: Provide loans from a community-managed fund to smallholder cotton farmers in India to install dip irrigation units for improving water use efficiency. Full grant commitment: EUR 271.317 thousand.,,,0,2,0,1,0,,,,,,,,1,0,0,0,2015-04-13,,,,,,,,,,,,,,,,CRS 2015 data,257907179520,0,1,0,0,1,1,.158389,8654613504,1
CRS,2015004293,,1613,Laudes Foundation,https://www.oecd-ilibrary.org/sites/11b6a869-en/index.html?itemId=/content/component/11b6a869-en,1,Laudes Foundation,https://www.laudesfoundation.org/,https://www.laudesfoundation.org/grants,Aga Khan Foundation,Short: AGA KHAN FOUNDATION Long: Programme: Sustainable Cotton. Description: Promote Better Cotton production practices using water efficient farming techniques. Full grant commitment: EUR 83.5 thousand.,4293,India,2015,48745,"USD, constant 2021",2015,8,645,10009,South & Central Asia,10018,LMICs,30,Private Development Finance,6,30,110,D02,.046312001,.046312001,,.048744999,.048744999,,,,,,,,,,,,,,918,.041749999,.041749999,,,AGA KHAN FOUNDATION,31140,Agricultural water resources,311,III.1.a. Agriculture,21000,International NGO,International NGO,21000,,,,,,Programme: Sustainable Cotton. Description: Promote Better Cotton production practices using water efficient farming techniques. Full grant commitment: EUR 83.5 thousand.,,,0,2,0,1,0,,,,1,,,,1,0,0,0,2015-12-14,,,,,,,,,,,,,,,,CRS 2015 data,257907179520,0,0,0,1,0,1,.048744999,8654613504,0
CRS,2016005414,,1613,Laudes Foundation,https://www.oecd-ilibrary.org/sites/11b6a869-en/index.html?itemId=/content/component/11b6a869-en,1,Laudes Foundation,https://www.laudesfoundation.org/,https://www.laudesfoundation.org/grants,Aga Khan Foundation,Short: AGA KHAN FOUNDATION Long: Programme: Sustainable Cotton. Description: Provide loans from a community-managed fund to smallholder cotton farmers in India to install dip irrigation units for improving water use efficiency. Full grant commitment: EUR 3984.853 thousand.,5414,India,2016,4777272,"USD, constant 2021",2016,8,645,10009,South & Central Asia,10018,LMICs,30,Private Development Finance,6,30,110,C01,2.20328,2.20328,,2.3886361,2.3886361,,,,,,,,,,,,,,918,1.992427,1.992427,,,AGA KHAN FOUNDATION,31140,Agricultural water resources,311,III.1.a. Agriculture,21000,International NGO,International NGO,21000,,,,,,Programme: Sustainable Cotton. Description: Provide loans from a community-managed fund to smallholder cotton farmers in India to install dip irrigation units for improving water use efficiency. Full grant commitment: EUR 3984.853 thousand.,,,0,2,0,1,0,,,,,,,,1,0,0,0,2016-06-03,,,,,,,,,,,,,,,,CRS 2016 data,257907179520,0,1,0,1,1,1,2.3886361,8654613504,1
CRS,2017005946,,1613,Laudes Foundation,https://www.oecd-ilibrary.org/sites/11b6a869-en/index.html?itemId=/content/component/11b6a869-en,1,Laudes Foundation,https://www.laudesfoundation.org/,https://www.laudesfoundation.org/grants,Aga Khan Foundation,Short: AGA KHAN FOUNDATION Long: Programme: Sustainable Cotton. Description: Provide loans from a community-managed fund to smallholder cotton farmers in India to install dip irrigation units for improving water use efficiency. Full grant commitment: EUR 75 thousand.,5946,India,2017,91964,"USD, constant 2021",2017,8,645,10009,South & Central Asia,10018,LMICs,30,Private Development Finance,6,30,110,C01,.042273,.042273,,.045981999,.045981999,,,,,,,,,,,,,,918,.037500001,.037500001,,,AGA KHAN FOUNDATION,31140,Agricultural water resources,311,III.1.a. Agriculture,21000,International NGO,Aga Khan Foundation,21000,,,,,,Programme: Sustainable Cotton. Description: Provide loans from a community-managed fund to smallholder cotton farmers in India to install dip irrigation units for improving water use efficiency. Full grant commitment: EUR 75 thousand.,,,0,2,0,1,0,,,,,,,,1,0,0,0,2017-07-18,,,,,,,,,,,,,,,,CRS 2017 data,257907179520,0,1,0,1,1,1,.045981999,8654613504,1
CRS,2017006482,,1613,Laudes Foundation,https://www.oecd-ilibrary.org/sites/11b6a869-en/index.html?itemId=/content/component/11b6a869-en,1,Laudes Foundation,https://www.laudesfoundation.org/,https://www.laudesfoundation.org/grants,PwC,Short: PWC Long: Programme: Sustainable Cotton. Description: Conduct a case study on the drip pool irrigation programme Full grant commitment: EUR 34.38 thousand.,6482,India,2017,42156,"USD, constant 2021",2017,8,645,10009,South & Central Asia,10018,LMICs,30,Private Development Finance,6,30,110,D02,.019378001,.019378001,,.021078,.021078,,,,,,,,,,,,,,918,.01719,.01719,,,PWC,31140,Agricultural water resources,311,III.1.a. Agriculture,61009,Other non-financial corporations,PwC,61000,,,,,,Programme: Sustainable Cotton. Description: Conduct a case study on the drip pool irrigation programme Full grant commitment: EUR 34.38 thousand.,,,0,2,0,1,0,,,,1,,,,1,0,0,0,2017-02-13,,,,,,,,,,,,,,,,CRS 2017 data,257907179520,0,1,0,1,1,1,.021078,8654613504,1
